,Title,Review Text,aspect-opinion
18576,Great summer dress,"I love the colors and pattern on this dress, and it's nice that it has a lining so no slip needed.  the cut works perfectly for my big booty figure however, i'm pretty small up top, and the neckline comes pretty low, so i either have to wear my craziest push-up bra, or get the top altered. i haven't decided what my plan is yet, but will keep the dress for sure.","['cut-perfectly big', 'neckline-pretty small', 'plan-yet sure']"
18577,Cute summer dress,"I purchased this dress in the blue version. its a lovely dress that would be perfect for summer. the dress fit tts on me .. it is a little low in the neck area and it is a little uncomfortable in the torso area. i am on the fence about keeping it. the skirt is flouncy, cute and fun. i hope i can get it to work",['skirt- flouncy']
18578,Color!,"Beautiful color; however, the fabric did not work for me. tight on top, large on bottom.",['fabric- Beautiful']
18580,Dress is super flattering,"5'6 149lbs 34d normally size 6

i picked this up on a whim to try on and i am glad i did. it is very flattering on my curvy frame. it does run a big big so i sized down to a 4 instead of my normal size 6. the top is still a tad bit big as another commented- not enough that i would need to have it altered but enough that i probably wouldn't wear it to work without a cami under it. over all i love this dress. its very flattering and flirty and it makes me feel pretty! i bought the orange motif",['top-still tad']
18583,Missed the mark for me,"Online this dress looks so perfect, but in person it's a bit dowdy and unflattering, at least on me. i'm a size 4 with curves, and i was hoping it would enhance my waist and flatter my figure. but, sadly, it was too large on the waist and too poofy in the skirt, so it just did nothing for me. i considered sizing down to a 2 so that the waist would fit, but the skirt still has too much fabric, making my hips look large. so much potential, but missed the mark for me.","['dress-so perfect', 'skirt-too much']"
18585,Wish it was as pictured,"It looks adorable in the picture... but just not flattering in real life. too much fabric in the skirt that flares from the waist in a bunchy, unflattering way. makes a slender but curvy figure look boxy, rather than enhancing curves. it's a pass. love the blue print, though.",[]
18589,Love this dress!,"I bought this dress in the orange and it is great for summer. even though i am normally a small/size 4 at 5'5"" & 118 lbs, i opted for the 6 because i am busty (34d). this was the right call. the dress is comfortable, flattering and i got lots of compliments. it's a keeper!",['dress- comfortable']
18591,Missed the mark,"Oh boy...i didn't get this one, and it runs small. too bad.",[]
18592,Awesome fit,The dress has an awesome fit and the perfect length. it's easy to make it more classy with a summer cardigan.,['dress- awesome']
18594,Super comfortable and cute,"I didn't notice what some of the other reviews have said. i think it's very flattering, makes my waist look tiny and the flouncy skirt is a lot of fun. it is low cut in the bust, but not crazy. i'm a modest person and i'm comfortable with it. what i like best however it the cut of the top. it is wide enough at the arms to cover any armpit bulge! the fabric is very light and soft and the colors are vibrant and fun. it does run a tad large. i can go between a 2 and 4 in most retailer dresses and got","['skirt-very tiny', 'fabric- wide', 'colors-very soft']"
18598,Against the majority,"Everyone else who reviewed felt the dress fit quite odd.  i have an oddly shaped body, so this dress was perfect on me!  the bigger bodice fit on my large broad rounded upper body, skimmed my true waist and flared out to complimentary skirt that wasn't too twee.  the silhouette evens out my odd figure.  the fabric is a gorgeous pink/orange/teal pattern on comfortable cotton.  i do have to agree with the lowness of the neckline, it's a bit immodest.  i wear my cropped denim jacket and a simple la","['dress- else', 'dress-so perfect', 'bodice- bigger', 'silhouette- odd', 'fabric- gorgeous']"
18599,Alterations needed,"I took a risk on this dress despite the multiple reviews about the pouffy skirt and revealing neckline, because i loved the look of the blue motif print. alas, the adorable print, the handy bra-strap holders, and super-soft fabric were the only things that worked for me. i'm 5'3"" and 120 lb, small up top, not especially curvy but not straight either, and i ordered my usual 2p. yup, the pleated skirt was much too full (i felt as though i was wearing a cheerleader's skirt) and the neckline was way","['print-alas adorable', 'skirt- pleated', 'neckline-too full']"
19081,Love !!,Love this dress - haven't worn it yet but wow the design / artwork of the fabric is beautiful !! waiting for weather to cool off a bit so can wear with my off white suede gogo boots ....,['design-yet beautiful']
19083,Fun for fall,"I love this dress. i ordered the small, i am 5'2"" and 116ibs. the dress fell right at my knee cap. i had it altered in length 2"" and now it looks great. i was a little concerned about having to cut off some of the print design elements, but it didn't effect the look .",[]
